age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
19,Female,6.857263498542013,3.072060873284145,3.863192282590461,No,73.73921688973712,7.710354254489487,Fair,1,High School,Poor,0,No,39.2122053235053
19,Female,6.476808242305448,3.5046694678630432,0.7823522894346953,Yes,81.75474122796777,4.542856486790788,Poor,5,Bachelor,Average,5,No,37.28053628102501
23,Other,4.350076997649877,2.535282705390792,0.4821916929359817,No,59.15772167372639,4.532436777877372,Good,4,Bachelor,Good,2,No,80.00598394546583
19,Female,6.304755411236144,3.602954062830232,3.0286070558321105,Yes,59.36280842011041,7.137858306680092,Fair,1,High School,Poor,8,No,84.22848882991777
23,Male,5.581650966443334,6.644703881701322,3.830168166572552,No,76.18031357547288,10.879700549047811,Fair,7,Bachelor,Good,10,Yes,67.53423564382122
21,Female,4.495352789593731,0.8236127827109379,2.6702522269917552,No,89.86694114456012,8.702852770633157,Fair,3,Unknown,Average,6,No,84.38077083575087
23,Male,5.650431391017274,4.887060412721893,0.2516615871158737,No,53.944822842988536,10.814026116402156,Fair,1,High School,Average,8,Yes,81.33324117698459
21,Male,3.7349442832001785,1.1572780348197425,5.146201620960195,No,87.48623350632843,8.758225699535389,Good,3,High School,Good,8,No,97.0522176039356
22,Female,3.0272545288331907,3.341127555490617,1.9061451777371057,Yes,69.19987296417524,8.340394486645277,Poor,6,High School,Average,7,No,32.99197586247364
22,Female,4.1138612725593084,2.9986657010262165,2.2120490479078656,No,81.88781872008533,7.543155747079531,Poor,1,High School,Good,9,No,45.50129645877472
22,Female,6.357672188876455,4.162278813900694,1.453736934602928,Yes,79.42879090136202,7.308400561188459,Fair,1,Bachelor,Average,6,No,76.5619902990254
19,Male,5.706784034948129,3.453797942179233,2.7288004558471037,No,92.02159293034606,4.930855267394336,Poor,7,High School,Good,0,No,47.43399099037631
19,Male,5.481322349519333,2.1973188391451166,2.63015471683054,Yes,54.8944003898776,7.650619625362578,Poor,5,Master,Good,10,No,80.2640341174032
24,Female,0.2760739172355793,4.332281749370988,3.483737840277217,Yes,52.93433467139145,5.291292339263606,Fair,3,Bachelor,Good,2,No,62.0367251496954
23,Female,3.0045944556378963,3.928232047900236,4.163457662775572,Yes,48.5526127894629,7.080133530543074,Fair,4,Bachelor,Good,3,No,30.032175030772475
20,Female,5.44306611805218,6.466053087210966,2.465969592073923,No,89.586216682517,10.326261338159824,Fair,1,Bachelor,Poor,2,Yes,93.01528817438638
18,Male,7.994556457520916,3.445724210637884,3.601143511735496,No,73.95966227705114,6.684245705119528,Good,6,Bachelor,Average,1,No,60.21964422329694
21,Female,2.2118593988448096,-0.4538063777386494,1.3521239681878463,Yes,52.96945044278169,10.087707836545784,Fair,3,Unknown,Average,6,No,51.32945032239887
22,Female,7.187808112269355,2.9317835774524634,0.7014023621609048,Yes,88.25228246662195,8.043813793468466,Good,2,Bachelor,Average,-1,Yes,94.1922007956679
21,Male,7.416603781683618,1.7393584126298205,3.85061307129338,No,75.06515306356593,9.536138398292746,Good,1,High School,Average,1,No,54.22321669229076
22,Male,5.447369402294701,4.217075563889151,2.4933574428485734,No,52.02386556402675,8.082394315996584,Fair,7,Bachelor,Poor,6,No,64.78090143196096
21,Female,3.0277404923367373,2.7628146306492,1.571903487172441,No,52.002651105223336,7.852630602804889,Poor,0,High School,Average,1,No,59.054132158251726
20,Female,6.719709415521754,4.049878368621322,2.269535716895474,No,49.14878025787848,9.265227612733774,Poor,2,High School,Poor,0,No,72.84891674462308
21,Female,4.745308754520812,3.7936535839257335,3.4022312877735947,No,95.16721921303534,5.508252075661202,Fair,6,High School,Good,5,No,69.10306873966795
21,Male,5.310153471558015,1.7298870582718542,3.3163310654610894,Yes,86.39710084568404,9.526914515291166,Good,3,High School,Average,0,No,40.00837243039895
19,Female,2.417791831399525,6.332738276868665,1.3813251789742809,No,63.2730470230319,7.062606778591668,Fair,6,High School,Average,1,No,20.76492872235172
21,Male,6.00297394497434,5.847355721124664,4.020011126396917,No,50.445338086254665,6.311063754878779,Good,1,High School,Good,1,Yes,20.33221696898857
22,Other,7.197422119801727,4.452851146269413,0.2142444128743874,Yes,55.43259586548642,6.997536508593543,Fair,2,High School,Average,1,No,22.065044787244677
23,Male,4.9775402679969485,9.087311066968148,4.040848557627477,No,83.36768042154718,6.931447795444134,Fair,6,Master,Good,10,No,91.1141506414878
18,Female,6.737011396575388,8.21957813739243,1.1862471292499714,Yes,81.9051636869421,10.474251913517572,Good,5,Bachelor,Good,6,No,100.34270116113926
23,Female,3.398349177810829,2.3501796132991686,1.068817256771338,Yes,62.045771866841534,6.736057075404757,Poor,0,Bachelor,Poor,6,No,56.31296480136449
17,Male,6.609562443981254,4.010519651088367,3.1672538040829057,No,83.9352766626388,10.837956650308165,Good,6,High School,Poor,8,Yes,100.2682875062607
19,Male,4.902365658880406,0.6433828484045572,0.2845054463451093,No,51.76031251431869,8.035443234860054,Good,3,Bachelor,Good,6,Yes,87.21524548146142
22,Female,6.6716432688376965,2.277818937589905,2.987957781580897,No,89.35452393703656,8.439936417761102,Good,6,Bachelor,Average,0,No,60.933357966862935
21,Female,5.600330200236627,2.245224593933766,4.345971225001113,No,84.13786765146763,5.1460445659404375,Good,3,High School,Poor,7,No,49.65531844607492
22,Male,6.941942864798299,3.808012631670519,3.3744258580418114,No,64.23889702411675,5.341192592105839,Fair,0,High School,Average,7,No,60.94102996816749
19,Female,8.176174763850973,1.6212254147253071,5.275913072995862,Yes,94.03531637503175,7.8708207656179185,Fair,1,High School,Good,4,Yes,46.51417748637441
23,Male,5.414166341848503,3.391300230468258,2.6459977181872216,No,86.61195286673498,4.162201171157309,Fair,4,High School,Poor,7,No,89.48792098855105
19,Female,3.9725998281153614,0.6693307340339818,1.0721090560223,No,85.73114420570968,4.6548453525096,Fair,1,Master,Average,1,Yes,77.69942175216417
21,Male,2.8958451685163125,4.121067038920422,0.4928902389387365,No,86.67698281267474,8.838762783657648,Fair,1,Unknown,Average,8,No,56.99386008684037
22,Female,6.379368424139031,4.722893910316371,0.1180745304534102,No,58.44970240329482,8.706669298749091,Fair,0,Master,Good,2,No,68.82401242955221
23,Male,6.872152742905275,2.960057721207401,2.791013654649898,No,56.446383399248106,7.495272372315078,Fair,3,High School,Good,3,No,61.32608159480541
21,Female,7.0355241127788,2.5701867156656606,2.8112606761267944,Yes,57.70714798720292,6.600044594814863,Good,6,High School,Average,2,No,84.58238902345387
22,Male,4.094276393447572,2.101195969921245,1.5104864253155534,No,65.99031849932432,7.371490433236407,Poor,2,Unknown,Poor,10,Yes,52.796326600895085
24,Female,6.614732006416408,3.206227497437564,1.4280909719630603,Yes,72.84887734350686,7.185782799608861,Good,3,High School,Poor,0,No,65.93147775564188
22,Male,4.436821409157009,2.0307058866668863,3.187764776090854,No,69.22226109670582,5.572367498429495,Fair,6,Bachelor,Good,4,No,71.5076751693552
18,Female,8.573605551023242,3.6667568824203016,2.467203808310233,Yes,76.30275874846419,9.841311749800465,Poor,4,High School,Average,9,No,62.277547182314166
20,Other,5.026214604441778,2.1808916903839584,2.288670413565584,No,73.67490543339251,9.145919263210027,Poor,5,High School,Average,3,No,61.8829985912999
19,Male,5.324972410163141,1.039631490515016,0.6064776599719647,No,73.39445463852068,8.862470138939116,Good,1,Bachelor,Good,6,No,95.47411345964412
21,Female,5.418532746749721,4.358345256449293,1.7951012184346171,Yes,89.2141968712415,8.606821878151958,Poor,6,High School,Good,5,No,68.50041226057695
22,Female,6.02794923355599,4.6124346406799335,2.629386669851104,Yes,90.8048269600706,6.047053114933178,Poor,3,Bachelor,Poor,6,No,14.06732370882476
22,Female,6.8572441071320736,6.466947293395943,0.5366694976014493,No,62.513174882138,8.143916130579743,Fair,1,Unknown,Average,7,Yes,81.63810669202184
25,Female,5.680474140981003,1.9119271292387037,2.6309780525991107,No,86.79825099436434,7.271906559847714,Poor,3,Bachelor,Poor,6,No,60.9190814688586
24,Other,-0.4925223313701967,3.0830135733926767,2.7116733312187646,No,80.16785908801441,6.096605078438524,Fair,0,Bachelor,Good,7,Yes,104.46080799110362
22,Male,7.386364110802553,2.4042947830523813,1.6945960680610392,No,80.26399022164557,7.795771451149159,Good,3,High School,Average,1,No,55.40074740488129
19,Female,6.9840610165465336,2.7742657550490364,3.7831823070364496,No,94.28704371309382,8.456407595024292,Poor,6,High School,Good,1,No,79.15160776949072
21,Male,3.2653303213635203,4.050025702283555,2.7018025914078043,No,52.41651429685136,7.04104429255535,Good,7,High School,Good,5,No,67.19225416007879
24,Female,3.339687561857544,3.294904796703866,1.7658836635135122,Yes,53.740765651492325,8.928091043224246,Poor,1,Bachelor,Average,4,No,48.38631234003828
18,Male,6.147979296987616,3.796980031712344,4.66927430843924,No,86.72812098470865,8.357848344750453,Fair,6,High School,Average,11,No,55.66596004876428
21,Female,0.2523323378214455,1.7573939812303696,2.4788747824841346,Yes,96.31869751551758,7.095301856933372,Fair,6,Bachelor,Average,3,No,85.06435497729152
22,Female,3.037979329420342,1.860730758793956,5.117773110095338,Yes,84.2925842403422,6.961560991344515,Fair,2,Unknown,Poor,4,Yes,35.5448138084063
22,Female,3.4082528690929768,4.849953308108255,5.375770965978161,No,80.40310933233197,10.003481454027424,Fair,1,High School,Average,7,No,54.28880506705913
22,Male,6.214170962428967,4.612558518196573,2.4422204801918093,Yes,58.6168322862874,8.031126282252556,Fair,4,Bachelor,Poor,-1,No,77.3913726400693
21,Female,5.742951969232119,0.0106039199615679,3.481400438810425,Yes,56.7498754479161,5.292869999620243,Fair,-1,High School,Good,1,Yes,87.96458586750134
22,Female,4.704014705045043,5.518916290757428,4.003713259215157,No,81.00142508067768,6.792456728514603,Fair,1,Bachelor,Poor,5,No,57.972825717810565
19,Female,7.759711915284157,2.837475814908398,4.709087386652605,Yes,48.21595115316682,9.100436529150857,Fair,2,Bachelor,Good,0,No,61.46425367174268
21,Female,7.644338333404937,3.9882450904247824,2.5542019283182333,Yes,88.73585283155187,7.301679815973138,Good,5,High School,Good,6,No,79.88498091604347
22,Male,4.996466881935167,5.5447280642102434,3.4159707576781337,No,87.44368412417742,8.007754659170661,Fair,1,High School,Good,3,Yes,69.30209282499273
18,Male,1.410477240813815,6.190380746932624,2.77769355821494,Yes,86.88204655936138,6.542656548051092,Fair,3,Bachelor,Poor,2,No,81.53476297006378
19,Female,4.24486106695416,2.5290084216540727,0.1918766109712288,No,87.46118487332109,7.935961957958253,Good,4,Bachelor,Good,7,No,66.9382090757455
19,Male,3.8218035169416527,3.869731893690035,1.5280544261917033,Yes,79.8852269784642,7.695527909035873,Poor,6,Unknown,Good,3,No,59.9948437593954
22,Other,5.564514322660927,0.0735834194021898,3.705951793265881,No,61.50755920858559,10.550360013509422,Fair,4,Bachelor,Good,9,No,74.52971036210234
22,Other,4.63259261464326,-0.0159181148243812,2.048368988626404,Yes,60.70186112680021,6.989229373293791,Fair,6,Master,Average,7,Yes,70.59357497006884
24,Female,5.706162975030017,1.3614900661840283,3.5411975887566687,No,64.55139115338288,10.217323476324072,Good,4,High School,Average,7,No,83.16570872205975
18,Male,2.9028731071183325,1.819781723065818,4.095496658899988,No,92.62375743825334,8.504132052907517,Good,2,Bachelor,Good,2,No,57.04426009818014
21,Male,4.611339545452424,4.182087336298379,4.675402845481502,Yes,93.08556938059527,9.738782278170266,Good,2,Bachelor,Poor,9,No,45.90721581495008
20,Female,3.60573691803314,6.369609508218585,1.526693002198828,No,97.49412422092512,9.07649132293712,Good,5,High School,Poor,9,Yes,92.17029199765592
20,Female,6.523879795202571,2.210159975517017,1.2275803687854696,Yes,70.03487915430985,6.182194577677363,Fair,5,High School,Good,7,No,73.04184421956178
21,Male,2.7832548094537177,1.1531845854284155,1.7823178633191563,No,82.49821858783031,7.319612224418877,Good,1,High School,Good,5,No,94.2423789354428
17,Male,4.480804423598713,3.399463774515959,2.1192299704767663,No,86.73869934386074,6.172497889060733,Good,5,High School,Good,0,No,42.15482806809969
21,Female,3.272033804261089,1.9838443783400488,4.761583125572247,Yes,85.95568527774434,9.2442883304784,Fair,4,Bachelor,Good,6,Yes,76.30760400354825
19,Male,7.155170291175136,2.7158941177770446,2.381099139582042,No,61.51388617328023,8.842155163194668,Fair,5,Unknown,Good,3,No,108.0768623717337
21,Male,2.8418495788946414,1.6782729908346576,3.593317831143559,No,52.14548797188301,11.030741071212194,Fair,1,Bachelor,Average,5,No,84.71533891111923
17,Female,2.587547432967707,5.69983330920601,-0.2426034082164069,No,69.1255069848186,6.723624554930529,Fair,6,Master,Poor,0,Yes,22.801250285283796
20,Female,4.99736135787024,1.9984926552286135,1.6407087948583832,No,83.52868676024534,8.512576675955934,Good,2,Unknown,Poor,6,No,88.40074560957189
21,Male,3.880901547622561,2.3482327354762136,1.8304192214277475,No,75.73304292707671,10.174553698569795,Good,1,Bachelor,Good,6,No,46.62904136558871
22,Female,3.2163382208171525,1.31839532752705,1.7484098114303843,Yes,92.96985079830456,7.985020954127723,Fair,6,High School,Average,10,No,73.39518185654872
21,Female,1.0245851775403367,4.8413119532625615,4.155394113446196,No,81.07412327254431,6.714223265436965,Fair,3,Unknown,Average,9,No,35.286999782878446
21,Other,1.5594377887344768,2.347011643149528,4.197351635125109,Yes,52.777582414866366,4.584042116322256,Poor,3,Bachelor,Good,9,No,95.15983872366894
23,Female,5.6586089408856655,2.6553785243862493,0.3549146623392794,No,51.59947960666842,7.640217196562445,Poor,3,High School,Good,6,No,76.78057520223176
22,Female,0.6915068058198166,-0.08537300406862,3.158591672684997,Yes,104.8506089303322,9.655026493063312,Fair,4,Unknown,Average,2,No,95.00547812646823
22,Other,4.916224155602951,2.7780619901942005,0.806668685974744,No,99.21053589169016,5.61524812983407,Fair,3,Bachelor,Poor,0,No,63.40229378428052
23,Male,2.7479530080947407,3.20507027530188,3.450897504443817,No,86.67156559203454,5.395074223881275,Good,6,Bachelor,Poor,6,No,58.99784217172007
21,Female,6.871752366125151,4.798395012430516,0.3539485507501456,No,63.00490829983,8.750715257169956,Good,5,High School,Good,3,No,62.91154824969168
22,Female,4.703072639458413,1.9743240944334128,2.7689728500260173,No,88.3738798301429,6.010200895996414,Fair,5,High School,Average,2,No,59.81249541214776
22,Female,7.313119746079264,1.916249423712215,5.187203036225863,Yes,73.35060385674979,6.7340624819789685,Poor,6,High School,Average,12,No,20.76737841331644
18,Female,4.289249042393071,3.914645032856897,1.427727290943413,No,63.827557184672216,9.001001944696196,Poor,3,Unknown,Average,2,No,88.25875683335812
22,Male,6.89161790293716,2.576172464743029,2.057565582745106,No,91.92977412187726,8.140240212988402,Fair,4,Unknown,Average,2,No,84.08394111449041
22,Male,6.941163326674481,2.5456204480325884,0.7574891630406597,No,93.21897230142424,8.709995534576269,Fair,6,Bachelor,Good,2,No,101.05342146671904
23,Female,7.0623435331013,2.158422691428184,0.9076745129399724,No,63.50284099907179,8.976483335230403,Poor,5,Master,Good,-1,No,45.94653846457361
21,Female,3.642119754160325,6.475478418757431,2.7264079757601976,No,68.04208982776167,8.651632880832278,Fair,4,Bachelor,Good,7,No,88.32850631108298
17,Male,7.135191476174843,6.019566523948336,1.4356290428072302,No,93.39109343938291,3.627935270592325,Fair,6,High School,Good,-1,No,37.403548724905086
21,Male,2.7237970886398486,2.878629437573885,4.2512137372375625,Yes,79.13198072094977,10.289673099036053,Fair,1,Unknown,Average,8,Yes,46.51400482447391
22,Female,7.11178678662065,2.457785562959841,2.207802355266803,No,48.804355002451615,9.947450277311596,Poor,1,High School,Good,5,Yes,90.15368032982023
24,Female,5.844185834701271,2.534487436646504,2.3332797235489444,No,57.14069061520711,8.412445156884143,Fair,1,Bachelor,Average,9,Yes,65.06894572720942
19,Female,0.1188353104866539,0.7234505748672913,1.73014448212956,No,75.92338010517476,8.870309665175759,Fair,4,High School,Average,3,No,75.96391767808908
24,Female,6.835285523569531,3.3200864611794088,3.4314868454947973,No,69.09476389230613,5.245258734246294,Fair,1,Bachelor,Good,7,Yes,53.239781791847285
22,Female,2.138132566216042,2.398183903754669,0.6537419268988991,No,73.33296921613368,6.8826152788703805,Fair,6,Master,Good,2,No,29.805245292700214
21,Male,6.253705561360594,3.8691022829948016,0.1760927006255624,Yes,74.16716077651738,4.489916344474596,Good,2,High School,Good,1,Yes,58.92402364091176
22,Male,6.324711104203782,2.245805707085688,0.9342555320278508,No,90.83125451814242,6.152294688450247,Good,2,High School,Average,1,No,96.93329048447464
22,Female,5.283980510078859,0.100299262417759,1.7553134406406978,No,49.22857203246711,9.771732116797647,Poor,2,High School,Average,1,Yes,48.62847915042066
18,Female,3.58941571809281,1.596547751046154,1.1149777907995722,No,85.383587564778,8.996339582265179,Good,3,Bachelor,Good,8,No,56.96510084294041
21,Other,5.097790936912711,3.8270250033255953,3.594314286900348,Yes,67.86324932745661,7.851392542324004,Poor,6,Unknown,Average,7,No,83.84093240896571
20,Male,3.896753765313133,6.628372301213902,1.205757730102858,No,48.26896090527802,6.869654414385467,Fair,5,Master,Average,3,No,65.23263774805406
22,Female,1.6232563950533234,4.066421461598454,4.24974458274183,Yes,75.4217443900513,7.214633172996834,Poor,4,Bachelor,Poor,2,No,78.79666484828024
